,,,,,,,Daily Price Arrival Report-07-11-2025 to 25-04-2026 for Haryana,,,,,,
Haryana,Jind,Uchana APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"14,014.70",Metric Tonnes,14-04-2026
Haryana,Jind,Uchana APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"17,501.50",Metric Tonnes,13-04-2026
Haryana,Jind,Uchana APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,305.00",Metric Tonnes,12-04-2026
Haryana,Jind,Uchana APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"13,924.00",Metric Tonnes,11-04-2026
Haryana,Jind,Uchana APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,135.50",Metric Tonnes,10-04-2026
Haryana,Jind,Uchana APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,12.00,Metric Tonnes,08-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,899.90",Metric Tonnes,24-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,498.10",Metric Tonnes,23-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,099.70",Metric Tonnes,22-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,994.20",Metric Tonnes,21-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,112.90",Metric Tonnes,20-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,318.50,Metric Tonnes,19-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,210.20",Metric Tonnes,17-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"35,041.60",Metric Tonnes,16-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"20,539.40",Metric Tonnes,15-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"22,727.40",Metric Tonnes,14-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"17,890.20",Metric Tonnes,13-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,206.30,Metric Tonnes,12-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"17,924.80",Metric Tonnes,11-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,632.30",Metric Tonnes,10-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,207.60",Metric Tonnes,08-04-2026
Haryana,Kaithal,Kaithal APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,741.80,Metric Tonnes,07-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,854.00",Metric Tonnes,25-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"7,804.50",Metric Tonnes,24-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,584.00",Metric Tonnes,22-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,508.00",Metric Tonnes,21-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"7,450.30",Metric Tonnes,20-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,748.50,Metric Tonnes,17-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,000.00",Metric Tonnes,16-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,500.00",Metric Tonnes,15-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"7,925.00",Metric Tonnes,09-04-2026
Haryana,Kaithal,Kalayat APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,158.70",Metric Tonnes,08-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,448.50",Metric Tonnes,25-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,674.00,Metric Tonnes,23-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,431.50",Metric Tonnes,22-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,401.20,Metric Tonnes,21-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,882.90",Metric Tonnes,20-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,715.20",Metric Tonnes,17-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,554.00",Metric Tonnes,16-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,875.00",Metric Tonnes,15-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,387.60",Metric Tonnes,14-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,731.10",Metric Tonnes,13-04-2026
Haryana,Kaithal,Pai APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,369.00",Metric Tonnes,11-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,280.00,Metric Tonnes,24-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,105.00,Metric Tonnes,23-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,282.00",Metric Tonnes,22-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,128.00,Metric Tonnes,21-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,541.00",Metric Tonnes,20-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,864.00",Metric Tonnes,19-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,806.00",Metric Tonnes,18-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,056.00",Metric Tonnes,17-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,852.00",Metric Tonnes,16-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,286.00",Metric Tonnes,15-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"7,106.00",Metric Tonnes,14-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,050.00",Metric Tonnes,13-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,040.00",Metric Tonnes,12-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,528.00",Metric Tonnes,11-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,080.00",Metric Tonnes,10-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,005.00",Metric Tonnes,09-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,329.00,Metric Tonnes,08-04-2026
Haryana,Kaithal,Pai(Rajaund) APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,236.00",Metric Tonnes,06-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,25.00,Metric Tonnes,25-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,115.30,Metric Tonnes,24-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,115.80,Metric Tonnes,23-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,792.60,Metric Tonnes,22-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,272.96,Metric Tonnes,20-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,724.04,Metric Tonnes,18-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,935.30",Metric Tonnes,17-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,880.80",Metric Tonnes,16-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,421.30",Metric Tonnes,15-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,070.20",Metric Tonnes,14-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,955.90",Metric Tonnes,11-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,593.70",Metric Tonnes,10-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,439.40,Metric Tonnes,09-04-2026
Haryana,Kaithal,Siwan APMC,Cereals,Wheat,Kanak,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,306.50,Metric Tonnes,08-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,324.60",Metric Tonnes,25-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,574.40",Metric Tonnes,24-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"11,094.70",Metric Tonnes,23-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,098.10",Metric Tonnes,22-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,631.70",Metric Tonnes,21-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,195.80",Metric Tonnes,20-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,948.80",Metric Tonnes,19-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"9,473.90",Metric Tonnes,18-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"16,980.80",Metric Tonnes,17-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"18,620.60",Metric Tonnes,16-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"18,340.60",Metric Tonnes,15-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"16,897.10",Metric Tonnes,14-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,596.00",Metric Tonnes,13-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,254.20",Metric Tonnes,12-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,375.60",Metric Tonnes,10-04-2026
Haryana,Karnal,Asandh APMC,Cereals,Wheat,Other,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,475.50,Metric Tonnes,06-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,690.90,Metric Tonnes,24-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,736.20,Metric Tonnes,23-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,590.00","2,585.00",Rs./Quintal,"1,883.70",Metric Tonnes,22-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,388.10",Metric Tonnes,21-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"7,367.00",Metric Tonnes,20-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,590.00","2,590.00","2,590.00",Rs./Quintal,23.50,Metric Tonnes,19-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,852.00",Metric Tonnes,18-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,214.40",Metric Tonnes,17-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,590.00","2,585.00",Rs./Quintal,"5,787.30",Metric Tonnes,16-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"10,472.40",Metric Tonnes,15-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"15,379.90",Metric Tonnes,14-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"15,251.40",Metric Tonnes,13-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,501.50,Metric Tonnes,12-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,086.90",Metric Tonnes,11-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,500.60",Metric Tonnes,10-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,250.10",Metric Tonnes,08-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,936.70,Metric Tonnes,07-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,247.30,Metric Tonnes,06-04-2026
Haryana,Karnal,Gharaunda APMC,Cereals,Wheat,Wheat,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,159.80,Metric Tonnes,05-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,621.00",Metric Tonnes,23-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"69,068.00",Metric Tonnes,18-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,595.20",Metric Tonnes,17-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"10,639.50",Metric Tonnes,16-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,327.10",Metric Tonnes,15-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"7,140.10",Metric Tonnes,14-04-2026
Haryana,Karnal,Indri APMC,Cereals,Wheat,Wheat,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,786.80",Metric Tonnes,10-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,569.50",Metric Tonnes,23-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,258.50,Metric Tonnes,20-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"4,749.00",Metric Tonnes,18-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,052.60",Metric Tonnes,16-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,804.00",Metric Tonnes,13-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,PBW-343,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,54.00,Metric Tonnes,09-04-2026
Haryana,Karnal,Jundla APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,36.10,Metric Tonnes,07-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,506.40,Metric Tonnes,24-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,835.90,Metric Tonnes,23-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,639.10,Metric Tonnes,22-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,292.10",Metric Tonnes,21-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,637.50",Metric Tonnes,20-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,424.70",Metric Tonnes,19-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,284.20",Metric Tonnes,18-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,403.50",Metric Tonnes,17-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,720.30",Metric Tonnes,16-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"2,157.80",Metric Tonnes,15-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,616.20",Metric Tonnes,14-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,246.10",Metric Tonnes,13-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"1,738.00",Metric Tonnes,11-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,761.00,Metric Tonnes,10-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,109.80,Metric Tonnes,09-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,247.90,Metric Tonnes,08-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,239.50,Metric Tonnes,07-04-2026
Haryana,Karnal,Kunjpura APMC,Cereals,Wheat,Other,FAQ,"2,585.00","2,585.00","2,585.00",Rs./Quintal,51.50,Metric Tonnes,06-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,208.20,Metric Tonnes,24-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,59.00,Metric Tonnes,22-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,120.50",Metric Tonnes,21-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,586.00","2,585.00",Rs./Quintal,"2,552.20",Metric Tonnes,20-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,586.00","2,585.00",Rs./Quintal,828.20,Metric Tonnes,19-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,180.70",Metric Tonnes,18-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,893.40",Metric Tonnes,17-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"10,463.30",Metric Tonnes,16-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"10,986.00",Metric Tonnes,15-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,400.00",Metric Tonnes,14-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"6,479.50",Metric Tonnes,13-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"5,577.80",Metric Tonnes,11-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,921.90",Metric Tonnes,10-04-2026
Haryana,Karnal,Nigdu APMC,Cereals,Wheat,2329,Local,"2,585.00","2,585.00","2,585.00",Rs./Quintal,140.00,Metric Tonnes,09-04-2026
Haryana,Karnal,Tarori APMC,Cereals,Wheat,Other,Grade Range-1,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"8,651.20",Metric Tonnes,12-04-2026
Haryana,Karnal,Tarori APMC,Cereals,Wheat,Other,Grade Range-1,"2,585.00","2,585.00","2,585.00",Rs./Quintal,"3,382.10",Metric Tonnes,10-04-2026
